Flow (l/min), Pressure (cmH2O), Volume (ml)
23.83,4.77,434.24
25.07,5.31,427.08
25.07,5.55,420.57
25.13,5.51,415.36
25.20,5.43,410.16
25.13,5.43,404.95
25.07,5.43,399.09
25.46,5.23,394.53
25.91,5.12,389.97
26.63,5.12,384.77
27.28,5.12,380.86
27.67,5.12,376.95
27.80,5.20,373.05
27.86,5.20,369.14
27.86,5.20,365.89
28.13,5.00,362.63
29.49,4.53,360.03
30.21,5.00,357.42
29.95,5.31,354.17
29.75,5.27,352.21
29.75,5.20,350.26
29.69,5.23,347.66
29.62,5.27,345.05
29.69,5.20,342.45
29.75,5.08,340.49
29.82,5.00,338.54
29.95,4.92,336.59
29.95,4.92,333.98
29.88,4.96,333.33
29.95,4.92,333.33
29.95,4.88,333.33
30.21,4.73,333.33
31.64,4.18,333.33
32.68,4.57,333.33
32.49,5.04,333.33
32.49,4.96,333.33
32.49,4.92,333.33
32.49,5.00,333.33
32.36,5.16,333.33
32.36,5.16,333.33
32.36,5.04,333.33
32.42,5.04,333.33
32.36,5.04,333.33
32.36,5.04,333.33
32.29,5.16,333.33
32.29,5.20,333.33
32.29,5.20,333.33
32.36,5.08,333.33
32.88,4.38,333.33
33.20,4.73,333.33
32.75,5.23,333.33
32.55,5.16,333.33
32.49,5.08,333.33
32.36,5.20,333.33
32.23,5.35,333.33
32.10,5.35,333.33
32.03,5.20,333.33
31.97,5.20,333.33
31.97,5.16,333.33
31.97,5.20,333.33
31.97,5.27,333.33
31.90,5.27,333.33
31.90,5.23,333.33
31.97,5.08,333.33
32.55,4.41,333.33
32.75,4.77,333.33
33.59,5.35,333.33
52.80,7.23,334.64
68.16,10.35,344.40
77.15,13.71,362.63
78.19,16.09,385.42
75.59,17.23,411.46
70.18,17.30,437.50
66.34,16.91,461.59
65.76,16.72,483.72
65.04,17.03,504.56
63.15,17.27,524.09
60.61,17.23,543.62
57.75,17.07,561.20
56.12,16.84,577.47
55.40,16.48,593.10
55.40,16.80,606.77
54.30,17.27,619.79
51.37,17.27,632.81
48.76,16.95,644.53
46.94,16.84,654.95
45.70,16.76,663.41
44.66,16.64,671.88
44.01,16.48,679.69
36.20,15.27,688.15
2.34,10.74,690.10
-8.53,8.32,671.88
-10.42,6.72,647.14
-7.10,5.78,621.74
-3.19,5.27,597.01
0.78,5.04,574.87
5.53,4.96,554.69
8.79,5.27,537.11
9.31,5.43,520.83
9.51,5.27,505.21
10.42,5.08,489.58
12.50,5.04,475.26
13.93,5.12,462.24
14.78,5.00,449.22
16.34,4.92,437.50
18.23,5.00,427.08
19.53,5.08,417.32
20.25,5.08,408.20
21.03,5.12,399.74
21.55,5.08,391.93
22.40,5.00,384.11
23.63,4.92,377.60
26.50,4.65,371.74
27.67,5.04,367.84
27.60,5.31,363.93
27.67,5.31,360.03
27.80,5.27,356.77
27.80,5.31,352.86
27.73,5.35,348.96
27.80,5.23,345.70
27.86,5.12,341.80
27.99,5.04,338.54
28.13,4.96,334.64
28.52,4.96,333.33
28.84,5.00,333.33
28.91,5.00,333.33
29.04,4.96,333.33
29.36,4.80,333.33
30.86,4.30,333.33
31.58,4.69,333.33
31.38,5.04,333.33
31.32,5.00,333.33
31.25,4.96,333.33
31.18,5.00,333.33
31.12,5.12,333.33
31.05,5.08,333.33
31.12,4.96,333.33
31.12,4.92,333.33
31.18,4.88,333.33
31.25,4.88,333.33
31.12,4.92,333.33
31.18,4.92,333.33
31.18,4.88,333.33
31.38,4.73,333.33
32.42,4.06,333.33
33.33,4.53,333.33
33.14,4.96,333.33
33.07,4.80,333.33
33.01,4.84,333.33
32.88,4.96,333.33
32.68,5.20,333.33
32.42,5.27,333.33
32.29,5.20,333.33
32.23,5.20,333.33
32.29,5.12,333.33
32.23,5.08,333.33
32.23,5.12,333.33
32.16,5.12,333.33
