Flow (l/min), Pressure (cmH2O), Volume (ml)
28.52,4.73,354.82
30.14,4.57,352.21
31.90,4.38,350.26
33.59,4.10,350.26
35.35,3.91,341.80
45.18,4.45,337.24
54.30,6.45,344.40
58.59,8.05,355.47
59.83,8.83,371.09
58.72,9.30,387.37
54.82,9.49,402.34
51.89,8.98,416.67
50.65,8.44,430.34
50.85,8.24,442.06
51.30,8.20,454.43
51.82,8.01,466.80
52.21,7.73,479.82
52.86,7.58,493.49
57.42,7.97,506.51
60.03,8.63,522.14
59.77,8.91,539.06
59.44,8.83,556.64
58.98,8.55,574.87
59.05,8.40,592.45
59.05,8.09,610.03
59.38,8.28,626.95
59.51,8.59,643.88
59.57,8.91,660.16
58.79,9.30,676.43
56.25,9.57,692.06
52.67,9.57,705.73
48.96,9.49,717.45
45.18,9.53,726.56
40.76,9.77,732.42
30.34,9.06,735.68
18.10,7.81,732.42
10.29,7.07,721.35
7.10,6.21,707.03
