Flow (l/min), Pressure (cmH2O), Volume (ml)
-0.26,12.58,548.18
-13.67,8.24,531.25
0.07,4.80,512.37
20.70,3.36,498.70
29.10,4.30,494.14
28.45,5.74,488.93
24.41,6.45,482.42
19.86,6.13,475.26
19.66,5.27,468.75
22.20,4.65,461.59
26.30,4.49,455.73
28.65,4.84,451.82
28.78,5.23,447.92
28.13,5.51,444.01
26.95,5.51,439.45
26.24,5.31,435.55
26.76,5.00,432.29
27.86,4.73,428.39
29.04,4.80,425.13
29.17,5.04,421.88
28.84,5.23,418.62
28.39,5.31,415.36
28.13,5.27,412.11
28.06,5.20,408.85
28.26,5.04,405.60
28.52,4.92,402.34
29.10,4.88,399.74
29.36,4.88,397.14
29.49,4.96,393.88
29.43,5.08,391.28
29.23,5.08,388.67
29.36,4.96,386.07
29.30,5.04,383.46
29.23,5.04,380.86
29.23,5.08,377.60
29.23,5.08,375.00
29.23,5.08,372.40
29.23,5.04,369.79
29.30,4.96,367.19
29.43,4.88,364.58
29.56,4.80,361.98
29.69,4.77,360.03
30.01,4.77,357.42
30.21,4.84,355.47
30.27,4.88,353.52
30.34,4.84,350.91
30.27,5.00,348.96
30.21,5.08,346.35
29.95,5.16,344.40
29.75,5.20,341.80
29.56,5.20,339.19
29.43,5.08,337.24
29.62,4.96,334.64
29.82,4.84,333.33
30.01,4.80,333.33
30.27,4.80,333.33
30.40,4.88,333.33
30.47,4.96,333.33
30.47,4.92,333.33
30.53,4.88,333.33
30.47,4.96,333.33
30.34,5.04,333.33
30.34,5.08,333.33
30.27,5.12,333.33
30.21,5.16,333.33
30.14,5.12,333.33
30.14,5.08,333.33
30.21,4.96,333.33
30.27,4.92,333.33
30.27,4.84,333.33
30.34,4.84,333.33
30.40,4.84,333.33
30.66,4.73,333.33
30.92,4.80,333.33
31.05,4.96,333.33
30.99,5.04,333.33
30.86,5.12,333.33
30.66,5.16,333.33
30.47,5.16,333.33
30.53,5.00,333.33
30.66,4.84,333.33
30.99,4.73,333.33
31.51,4.65,333.33
32.29,4.57,333.33
33.40,4.34,333.33
35.29,3.95,333.33
54.36,4.22,339.84
78.84,9.69,350.91
90.49,14.80,372.40
91.15,18.01,402.34
85.68,19.02,436.20
82.49,18.55,470.70
84.83,17.85,506.51
85.81,17.54,541.67
86.85,17.46,577.47
87.30,17.58,613.28
88.28,17.77,648.44
88.22,18.01,684.90
