Flow (l/min), Pressure (cmH2O), Volume (ml)
20.57,5.16,434.90
22.46,4.77,427.73
24.35,4.84,421.22
23.57,5.35,414.06
22.85,5.23,407.55
22.92,5.12,401.04
23.57,4.88,394.53
26.50,4.34,388.67
28.91,4.45,385.42
28.19,4.88,382.16
27.73,4.88,378.26
29.17,4.38,375.00
31.97,3.91,373.70
33.33,3.87,373.05
33.46,4.14,373.05
28.26,6.02,368.49
24.67,6.05,363.28
25.39,5.66,358.72
26.37,5.47,354.82
27.21,5.31,350.91
28.13,5.04,347.66
28.84,5.00,344.40
28.45,5.16,341.15
27.73,5.43,336.59
34.11,5.78,333.33
79.36,11.91,333.33
91.28,22.11,340.49
91.41,28.01,362.63
91.67,31.84,390.63
91.41,34.10,423.18
92.19,36.84,454.43
91.80,40.00,484.38
91.73,43.16,514.32
91.86,46.41,544.27
91.86,49.65,574.22
91.86,52.97,604.17
92.06,55.90,634.77
91.93,58.75,666.02
83.46,61.84,694.66
46.42,59.18,722.01
-32.23,43.67,751.95
-66.67,16.33,742.19
-36.20,8.83,688.80
-15.62,9.02,654.95
-16.21,7.54,625.00
-6.71,5.86,600.26
0.98,5.55,577.47
11.72,4.73,559.90
11.52,6.29,543.62
8.46,6.33,527.99
8.66,5.59,513.02
11.00,5.16,498.05
15.69,4.53,485.03
21.29,4.49,475.26
20.18,5.70,466.15
17.45,5.66,456.38
17.12,5.23,446.61
18.49,4.88,436.20
22.20,4.53,427.73
24.15,4.88,421.22
24.54,4.96,415.36
24.74,5.04,409.51
24.87,4.96,403.65
24.35,5.23,397.79
23.70,5.12,391.28
24.93,4.65,385.42
28.26,4.18,380.86
28.52,4.77,378.26
27.86,4.84,374.35
28.45,4.61,371.09
30.34,4.38,368.49
25.91,5.86,363.93
23.31,5.66,358.07
23.44,5.23,352.21
24.54,5.04,346.35
26.17,4.84,340.49
28.26,4.57,336.59
29.23,4.57,333.98
30.40,4.30,333.33
32.42,3.95,333.33
33.40,3.98,333.33
33.33,4.22,333.33
48.05,6.41,333.33
87.30,15.94,333.33
91.08,24.45,342.45
91.28,28.13,371.09
91.21,30.90,401.69
91.60,33.79,432.29
91.60,36.64,462.89
91.86,39.77,493.49
91.67,43.48,521.48
92.12,46.91,550.78
92.06,50.47,580.08
91.86,53.98,609.38
91.80,57.23,639.32
91.80,60.35,669.27
72.66,62.89,696.61
34.77,57.77,723.31
-66.67,36.21,753.26
-66.67,12.58,723.96
-16.21,9.45,676.43
-17.97,9.49,644.53
-15.89,7.34,616.54
-9.57,6.33,588.54
0.39,5.39,566.41
12.43,4.84,550.13
14.65,6.05,534.51
14.65,5.94,522.14
13.67,5.90,509.77
12.57,5.66,496.74
15.89,4.96,485.68
14.97,5.55,472.66
14.78,5.20,460.94
16.86,4.73,450.52
19.08,4.84,440.10
21.42,4.88,431.64
23.70,4.77,424.48
24.61,5.00,417.97
