Flow (l/min), Pressure (cmH2O), Volume (ml)
30.53,5.35,365.89
30.60,5.27,364.58
30.73,5.16,363.28
30.92,5.04,361.98
31.25,4.80,360.68
32.62,4.30,360.03
33.98,4.22,360.03
34.24,4.38,360.03
34.57,4.14,360.68
35.35,3.98,347.66
44.92,4.61,336.59
53.91,6.37,343.10
58.98,7.89,354.82
60.61,8.91,369.79
59.70,9.41,386.07
57.36,9.34,402.99
55.66,8.83,419.92
55.01,8.44,435.55
55.47,8.20,450.52
55.99,8.16,466.15
56.32,8.05,481.77
56.51,7.85,497.40
57.16,7.54,513.67
61.98,7.70,530.60
64.65,9.02,547.53
63.09,9.61,566.41
60.29,9.57,585.29
57.81,9.14,603.52
56.25,8.63,620.44
56.51,8.24,636.72
57.49,7.89,653.65
58.98,7.70,670.57
63.28,8.05,688.15
66.02,8.83,707.68
65.82,9.30,727.86
64.45,9.45,748.70
62.63,9.34,768.88
60.87,9.02,789.06
59.64,8.91,807.29
58.14,9.02,823.57
56.32,9.53,838.54
51.04,10.78,848.96
32.49,10.98,854.17
5.79,9.02,848.31
-10.87,7.73,827.47
-16.99,6.41,798.83
-16.99,5.55,767.58
-14.32,5.00,736.33
-9.77,4.69,707.03
-5.47,4.65,679.69
-0.98,4.73,655.60
2.80,4.80,634.11
5.66,4.88,614.58
8.27,4.88,597.01
11.33,4.84,581.38
14.26,4.84,567.71
16.67,4.88,555.99
18.88,4.96,545.57
21.42,4.84,537.11
23.76,5.08,529.30
24.28,5.23,522.79
24.87,5.08,517.58
26.04,5.00,512.37
27.21,5.08,507.81
27.93,5.00,503.91
28.52,4.96,500.65
29.43,4.80,498.70
30.40,4.80,496.09
30.86,4.80,494.14
31.51,4.69,493.49
31.90,4.69,492.19
32.03,4.77,490.89
31.97,4.84,490.23
31.97,4.84,488.93
32.10,4.77,488.28
33.01,4.26,488.93
34.38,4.26,488.93
34.24,4.80,488.93
33.98,4.92,488.93
33.46,5.23,488.28
32.36,5.59,485.68
30.86,5.94,483.72
28.84,6.48,479.82
27.67,6.37,476.56
26.82,6.41,472.66
26.11,6.41,468.10
25.59,6.37,462.89
25.20,6.33,457.68
25.13,6.21,452.47
25.07,6.09,447.27
25.39,5.94,442.71
25.85,5.63,438.15
27.47,5.16,434.90
29.62,4.84,432.94
30.21,5.00,430.34
30.86,4.77,429.04
31.84,4.49,428.39
32.75,4.38,428.39
33.40,4.22,428.39
33.85,4.26,428.39
33.92,4.26,428.39
