Flow (l/min), Pressure (cmH2O), Volume (ml)
25.85,5.35,342.45
25.52,5.31,337.24
25.59,5.27,333.33
25.59,5.23,333.33
25.46,5.23,333.33
25.59,5.16,333.33
25.78,5.08,333.33
26.11,5.04,333.33
26.76,5.04,333.33
27.28,5.08,333.33
27.34,5.16,333.33
27.28,5.16,333.33
27.34,5.12,333.33
27.41,5.08,333.33
27.54,5.04,333.33
27.73,5.04,333.33
28.19,4.96,333.33
28.91,4.92,333.33
29.17,5.04,333.33
29.17,5.08,333.33
29.23,5.00,333.33
29.36,4.92,333.33
29.56,4.88,333.33
29.88,4.88,333.33
30.27,4.84,333.33
31.12,4.69,333.33
32.16,4.53,333.33
33.33,4.34,333.33
34.64,4.22,333.33
37.83,4.10,333.33
49.48,5.35,339.84
55.73,7.34,348.31
57.49,8.71,360.03
56.32,9.30,374.35
53.06,9.22,388.67
51.04,8.67,402.34
50.52,8.52,414.71
50.00,8.67,425.13
48.96,8.59,436.20
48.44,8.36,447.27
48.31,8.16,457.68
48.96,8.05,468.10
49.22,7.89,479.17
49.54,7.66,490.89
52.99,7.62,502.60
56.97,8.44,514.97
57.68,8.91,529.95
56.64,8.98,545.57
55.66,8.79,561.20
55.08,8.36,576.82
55.66,8.05,592.45
56.12,7.93,608.07
56.45,7.89,623.05
56.45,7.85,638.67
56.64,7.73,654.95
58.14,7.54,671.22
62.37,8.63,686.20
62.11,9.18,704.43
59.96,9.18,722.66
58.01,9.10,739.58
56.18,8.83,756.51
54.88,8.59,771.48
54.49,8.59,785.81
53.58,8.75,799.48
52.21,9.10,811.20
49.93,9.57,821.61
44.73,9.92,830.08
34.57,9.88,834.64
16.15,8.52,832.68
4.10,7.50,819.01
-1.30,6.60,800.13
-2.99,6.02,777.99
-2.02,5.63,754.56
0.26,5.35,733.07
1.89,5.27,711.59
3.39,5.23,691.41
5.01,5.12,672.53
7.03,5.08,654.30
8.53,5.08,637.37
9.24,5.08,621.09
10.29,5.00,605.47
11.85,4.96,591.15
14.00,4.96,577.47
15.95,5.04,565.10
16.54,5.08,553.39
16.67,5.00,542.32
17.38,4.92,531.90
19.40,4.96,522.14
20.70,5.08,513.02
20.70,5.20,503.91
20.57,5.16,495.44
20.57,5.08,487.63
21.09,4.92,479.17
22.66,4.92,472.01
23.63,5.16,464.84
23.18,5.31,457.68
22.46,5.23,450.52
22.53,5.12,444.01
22.79,5.04,436.85
23.24,5.04,429.69
23.57,5.04,423.18
23.63,5.00,417.32
23.89,4.96,410.81
24.54,4.96,404.95
25.26,5.04,399.09
25.72,5.12,393.88
25.59,5.12,388.67
25.65,5.12,383.46
25.72,5.08,378.26
25.98,5.04,373.05
25.91,5.00,368.49
26.30,4.92,363.93
27.28,4.92,359.38
27.86,5.12,355.47
27.80,5.27,350.91
27.67,5.31,347.66
27.54,5.31,343.75
27.41,5.31,339.84
27.28,5.35,335.29
27.08,5.31,333.33
27.15,5.23,333.33
27.28,5.16,333.33
27.41,5.08,333.33
27.80,5.00,333.33
28.32,5.00,333.33
28.78,5.04,333.33
28.84,5.08,333.33
28.84,5.04,333.33
28.84,5.00,333.33
29.04,4.88,333.33
29.88,4.65,333.33
30.79,4.73,333.33
31.12,4.80,333.33
31.58,4.61,333.33
32.55,4.45,333.33
33.59,4.38,333.33
34.44,4.34,333.33
35.03,4.18,333.33
42.25,4.34,335.94
52.47,6.25,341.80
57.10,7.89,351.56
58.27,8.91,365.23
53.19,8.24,448.57
53.26,8.24,462.24
53.32,8.20,475.26
53.45,7.93,489.58
53.78,8.05,502.60
53.71,8.24,515.63
53.71,8.24,529.30
53.71,8.28,542.97
53.71,8.24,556.64
53.71,8.16,570.31
