Flow (l/min), Pressure (cmH2O), Volume (ml)
42.51,16.95,763.67
29.49,16.41,767.58
-4.49,12.23,764.32
-18.16,9.02,741.54
-14.78,7.11,713.54
-9.70,6.25,685.55
-4.17,5.66,660.16
1.95,5.39,638.02
4.69,5.63,617.84
5.60,5.55,599.61
6.77,5.27,582.03
9.83,5.00,566.41
13.22,5.00,552.08
15.56,5.16,539.06
16.34,5.16,527.34
17.45,5.00,516.93
19.79,4.92,507.16
22.14,5.04,498.70
22.66,5.27,490.89
22.14,5.35,483.72
21.74,5.27,475.91
22.27,4.96,469.40
23.24,4.88,462.24
23.44,5.16,455.08
23.11,5.31,447.92
22.98,5.27,441.41
23.18,5.12,434.90
23.50,5.00,428.39
24.41,4.92,422.53
