Flow (l/min), Pressure (cmH2O), Volume (ml)
57.10,7.77,505.86
57.81,7.46,522.79
61.59,8.05,538.41
63.41,8.79,555.99
62.37,9.02,575.52
60.29,9.06,593.75
58.53,8.98,611.33
56.77,8.59,628.26
56.51,8.05,645.18
57.68,7.70,662.11
59.31,7.62,679.04
63.35,8.13,696.61
64.91,8.95,715.49
63.02,9.14,735.03
61.26,8.91,755.21
59.51,9.06,772.14
57.23,9.30,788.41
53.91,9.65,802.08
47.79,10.08,813.15
36.13,10.20,818.36
15.63,8.75,816.41
3.65,7.93,802.08
-2.15,7.11,782.55
-4.17,6.56,759.11
-3.45,6.29,735.68
-3.19,6.17,710.94
-2.41,5.98,687.50
-0.91,5.70,665.36
-0.65,5.74,642.58
-0.78,5.66,619.79
-0.65,5.51,597.66
-0.26,5.31,575.52
1.04,5.16,554.04
2.93,5.08,533.20
5.73,5.04,514.32
8.72,5.00,496.74
11.39,5.04,481.77
12.89,5.12,467.45
13.35,5.12,453.78
13.54,4.96,440.76
15.95,4.80,429.04
18.10,5.04,417.97
18.55,5.27,406.90
18.10,5.31,397.14
17.90,5.23,386.72
17.97,5.16,376.95
18.03,5.08,367.19
19.14,4.92,357.42
20.70,4.96,348.31
22.01,5.08,340.49
22.33,5.16,333.33
21.88,5.20,333.33
21.94,5.12,333.33
22.66,4.88,333.33
24.48,4.92,333.33
25.00,5.20,333.33
24.67,5.27,333.33
24.22,5.27,333.33
23.76,5.27,333.33
23.70,5.23,333.33
23.76,5.12,333.33
24.02,5.04,333.33
24.80,5.00,333.33
26.04,5.00,333.33
27.15,5.04,333.33
27.67,5.04,333.33
28.65,4.80,333.33
30.92,4.41,333.33
32.36,4.49,333.33
33.27,4.38,333.33
34.64,4.26,333.33
36.13,4.26,333.33
46.55,5.27,337.24
53.78,6.84,344.40
58.01,8.13,356.12
58.85,8.98,370.44
56.32,9.14,386.07
53.52,8.91,401.04
51.69,8.63,414.71
50.52,8.24,427.73
51.11,7.81,440.10
51.63,8.13,451.82
51.69,8.24,463.54
51.76,8.16,475.91
51.63,8.24,488.28
52.08,7.54,563.15
53.19,7.15,577.47
59.11,7.27,591.80
64.32,7.85,610.03
67.77,8.67,629.56
67.32,8.91,651.69
66.21,8.75,674.48
65.49,8.67,696.61
64.58,8.67,717.45
63.67,8.87,737.63
62.24,9.38,755.86
56.12,10.35,770.83
41.80,10.70,779.95
17.45,9.06,781.25
6.64,7.97,769.53
1.76,6.95,751.95
3.45,5.94,734.38
8.14,5.35,717.45
15.10,4.61,705.08
25.39,4.02,697.27
32.29,3.98,694.66
33.85,4.73,694.66
32.29,5.74,690.76
29.88,6.17,688.15
27.15,6.80,682.94
23.31,6.95,677.08
19.21,7.30,667.97
14.00,7.58,655.60
9.83,7.66,641.28
6.64,7.54,624.35
5.47,7.58,606.12
4.62,7.50,587.24
4.95,7.34,569.01
6.25,7.23,550.78
6.97,7.11,533.20
8.27,6.95,516.28
10.03,6.84,500.65
11.65,6.64,486.33
13.61,6.48,472.66
15.23,6.41,460.94
16.15,6.37,449.22
16.86,6.33,438.15
18.16,6.17,427.73
19.66,6.05,418.62
20.12,6.13,409.51
20.25,6.09,401.04
20.44,6.05,392.58
20.64,5.98,384.11
21.03,5.98,375.65
21.29,5.90,367.84
21.81,5.82,360.03
22.59,5.74,352.86
23.18,5.70,346.35
23.63,5.66,339.84
24.09,5.59,333.33
24.74,5.43,333.33
26.50,5.20,333.33
27.99,5.12,333.33
29.17,4.88,333.33
30.66,4.45,333.33
32.55,4.06,333.33
34.18,3.59,333.33
38.74,2.97,333.33
53.97,3.71,343.75
65.23,5.43,360.03
73.63,7.15,379.56
76.63,8.67,403.65
73.05,9.53,429.04
67.64,9.30,454.43
64.71,8.48,478.52
