Flow (l/min), Pressure (cmH2O), Volume (ml)
83.07,8.28,333.33
83.40,8.32,333.33
83.40,8.40,333.33
83.33,8.44,333.33
83.46,8.44,333.33
83.33,8.44,333.33
83.59,8.44,333.33
83.33,8.40,333.33
82.88,8.36,333.33
83.01,8.32,333.33
83.33,8.16,333.33
83.07,8.09,333.33
83.59,8.09,333.33
83.53,8.16,333.33
83.33,8.28,333.33
83.20,8.36,333.33
83.14,8.36,333.33
83.33,8.40,333.33
83.20,8.32,333.33
83.59,8.28,333.33
83.33,8.28,333.33
83.40,8.20,333.33
83.33,8.05,333.33
83.14,8.01,333.33
83.40,8.05,333.33
83.33,8.05,333.33
83.33,8.09,333.33
83.53,8.16,333.33
83.46,8.13,333.33
83.27,8.05,333.33
83.40,8.09,333.33
83.07,8.05,333.33
83.40,8.05,333.33
83.27,8.05,333.33
83.14,8.01,333.33
83.27,7.97,333.33
83.53,8.01,333.33
83.01,7.93,333.33
83.40,7.97,333.33
83.33,7.97,333.33
83.27,7.85,333.33
83.33,7.81,333.33
83.27,7.81,333.33
83.20,7.81,333.33
83.33,7.73,333.33
83.40,7.77,333.33
83.46,7.77,333.33
83.40,7.73,333.33
83.40,7.73,333.33
83.27,7.73,333.33
83.20,7.73,333.33
82.81,7.73,333.33
