Flow (l/min), Pressure (cmH2O), Volume (ml)
-19.21,8.01,761.72
-15.76,6.41,732.42
-10.74,5.59,703.78
-5.53,5.20,677.73
-2.15,5.20,652.99
-0.07,5.23,630.21
0.98,5.20,608.07
2.21,5.12,587.24
5.08,5.00,567.71
7.16,5.16,549.48
7.68,5.16,532.55
8.33,5.04,515.63
10.29,5.00,500.00
11.59,5.08,485.03
12.17,5.08,470.70
13.22,4.96,457.03
14.52,4.96,444.01
15.43,4.96,431.64
17.45,5.00,420.57
18.49,5.08,410.16
18.62,5.16,400.39
18.62,5.12,390.63
18.88,5.00,380.86
20.38,4.80,372.40
22.53,4.96,363.93
22.92,5.23,356.12
22.40,5.35,348.96
22.20,5.31,341.80
21.94,5.27,333.98
21.94,5.27,333.33
22.01,5.23,333.33
22.14,5.12,333.33
22.72,5.00,333.33
24.02,4.96,333.33
25.07,5.12,333.33
25.20,5.23,333.33
25.07,5.31,333.33
24.80,5.31,333.33
24.87,5.20,333.33
25.46,5.00,333.33
25.78,5.12,333.33
25.85,5.12,333.33
25.91,5.12,333.33
26.11,5.12,333.33
26.04,5.16,333.33
25.91,5.23,333.33
25.98,5.20,333.33
26.11,5.16,333.33
26.37,5.04,333.33
27.02,5.00,333.33
27.93,5.08,333.33
27.99,5.16,333.33
27.99,5.20,333.33
28.26,5.08,333.33
29.23,4.73,333.33
30.66,4.73,333.33
31.18,4.80,333.33
32.03,4.69,333.33
32.94,4.53,333.33
34.18,4.49,333.33
34.77,4.45,333.33
35.22,4.38,333.33
52.54,5.16,337.24
75.72,9.96,346.35
87.96,14.53,367.19
89.32,17.97,395.18
83.07,19.30,426.43
74.15,18.95,457.03
73.70,18.13,486.33
75.72,18.16,513.67
75.85,18.52,541.02
74.48,18.95,567.71
72.07,18.95,594.40
70.44,18.67,620.44
70.05,18.44,645.83
70.05,18.48,669.92
69.14,18.59,694.01
68.88,18.63,717.45
68.68,18.63,740.89
67.84,18.71,764.32
66.93,18.95,786.46
64.26,19.22,807.29
58.72,19.18,826.17
43.16,17.42,843.75
-5.34,11.17,849.61
-12.89,7.77,828.78
-12.17,6.37,802.08
-8.46,5.51,775.39
-4.95,5.16,749.35
-1.89,5.12,725.26
0.13,5.20,702.47
0.59,5.20,680.34
1.50,5.08,659.51
2.60,4.92,638.67
4.75,4.88,619.14
7.55,4.88,600.91
9.70,5.08,584.64
10.81,5.12,569.01
11.07,5.08,554.04
11.91,4.92,539.71
14.19,4.77,526.69
16.86,4.96,514.32
17.97,5.23,503.26
17.32,5.27,492.84
17.38,5.16,482.42
17.38,5.08,472.01
17.84,5.04,461.59
18.29,5.00,451.82
19.21,4.92,442.06
20.90,4.96,432.94
22.40,5.04,425.13
22.72,5.12,417.97
22.46,5.20,410.16
22.40,5.20,402.99
22.59,5.12,395.83
22.85,4.96,389.32
24.48,4.96,382.81
25.13,5.20,376.95
24.80,5.35,371.09
24.35,5.31,365.23
24.02,5.31,358.72
23.89,5.27,352.86
23.83,5.27,346.35
23.83,5.12,340.49
24.22,5.04,334.64
25.07,4.96,333.33
26.17,5.04,333.33
26.43,5.16,333.33
26.37,5.27,333.33
26.04,5.31,333.33
26.24,5.20,333.33
26.82,4.92,333.33
27.28,5.04,333.33
27.47,5.08,333.33
27.80,5.04,333.33
28.06,5.04,333.33
28.39,5.04,333.33
28.45,5.04,333.33
28.78,4.88,333.33
29.62,4.80,333.33
30.73,4.69,333.33
31.97,4.61,333.33
32.88,4.57,333.33
33.72,4.65,333.33
34.05,4.69,333.33
34.11,4.65,333.33
34.83,4.26,333.33
42.06,4.65,333.33
51.24,6.52,333.33
55.99,7.93,333.33
56.90,8.98,333.33
53.84,9.38,333.33
50.39,9.10,333.33
48.50,8.67,333.33
48.83,8.32,337.89
49.61,8.20,348.96
50.00,8.01,360.03
50.33,7.89,371.74
50.39,7.89,383.46
50.46,7.89,394.53
50.46,7.85,406.25
50.98,7.54,418.62
55.40,7.97,430.34
56.90,8.91,443.36
55.40,9.10,458.33
53.39,8.91,472.66
52.34,8.63,486.33
51.76,8.48,499.35
