Flow (l/min), Pressure (cmH2O), Volume (ml)
40.56,18.55,606.12
39.65,18.79,610.03
37.37,18.79,613.28
35.42,18.59,615.89
36.07,18.13,618.49
13.54,15.04,623.05
-20.38,10.00,609.38
-17.45,6.95,582.03
-6.45,5.20,557.29
5.40,4.45,537.11
13.87,4.65,521.48
17.38,5.31,507.81
17.12,5.74,496.09
15.89,5.74,485.03
15.43,5.39,473.96
16.67,4.96,463.54
