Flow (l/min), Pressure (cmH2O), Volume (ml)
32.29,4.80,333.33
32.23,4.88,333.33
32.23,4.84,333.33
32.23,4.84,333.33
32.29,4.80,333.33
32.29,4.77,333.33
32.49,4.61,333.33
32.75,4.34,333.33
33.07,3.95,333.33
34.18,3.63,333.33
38.22,3.55,333.33
50.52,5.20,340.49
55.79,7.93,347.01
56.18,9.10,359.38
55.99,9.49,373.70
54.49,9.30,388.67
53.71,8.71,403.65
53.39,8.16,418.62
54.17,7.89,433.59
54.69,8.05,447.27
54.62,8.44,460.29
54.30,9.10,472.01
52.93,9.92,483.72
47.53,10.51,493.49
38.22,10.27,500.00
25.26,8.59,503.26
18.55,7.23,499.35
16.54,6.17,490.89
18.49,5.16,483.07
21.55,4.73,475.91
24.74,4.77,468.75
26.43,5.04,462.89
27.02,5.16,458.33
26.95,5.31,453.78
26.76,5.39,449.22
26.43,5.43,444.66
26.17,5.39,440.10
25.98,5.39,435.55
25.65,5.35,430.34
25.52,5.27,425.13
25.72,5.20,420.57
25.85,5.04,416.02
26.11,4.84,411.46
26.95,4.69,406.90
28.06,4.73,403.65
28.78,4.88,399.74
28.97,5.04,396.48
28.97,5.04,393.23
29.04,5.00,390.63
29.17,4.92,388.02
29.36,4.84,385.42
29.62,4.80,383.46
30.01,4.80,380.86
30.60,4.69,378.91
30.92,4.77,376.95
30.92,4.88,375.65
30.92,4.88,373.70
30.92,4.88,372.40
30.99,4.84,370.44
31.05,4.84,369.14
31.12,4.84,367.84
31.25,4.77,366.54
31.51,4.73,365.23
31.77,4.73,363.93
32.03,4.69,363.28
32.23,4.69,361.98
32.42,4.65,361.33
32.55,4.65,361.33
32.81,4.61,360.68
33.07,4.57,360.03
33.33,4.53,360.03
33.53,4.57,360.03
33.59,4.61,360.03
33.85,4.45,360.03
34.24,4.26,360.03
34.64,4.30,361.33
34.90,4.30,361.98
35.68,4.14,345.70
45.96,4.92,337.24
52.80,7.42,341.80
53.65,9.14,350.91
51.04,9.80,361.33
47.92,9.38,373.05
45.77,8.67,384.11
45.64,8.13,393.88
46.48,8.01,402.34
46.88,8.13,411.46
46.88,8.24,419.92
46.88,8.24,429.04
47.01,8.09,438.80
47.07,7.73,448.57
47.85,7.30,458.98
53.26,7.54,470.05
56.77,8.75,481.12
56.97,9.53,494.79
54.49,10.08,508.46
48.96,10.16,520.18
43.23,9.61,529.95
38.87,8.95,537.11
31.51,7.77,541.67
28.13,6.60,541.67
27.86,6.02,539.71
28.58,5.31,538.41
30.14,4.73,537.76
31.97,4.49,536.46
33.27,4.34,535.81
34.24,4.30,535.81
34.96,4.26,538.41
39.78,4.26,552.73
51.24,5.66,557.94
57.75,7.34,567.71
60.22,8.91,581.38
58.46,10.04,595.70
52.08,10.39,609.38
45.25,9.65,621.09
42.32,8.95,629.56
41.15,9.18,634.77
38.61,9.34,638.67
29.49,8.40,641.93
22.33,7.38,639.32
17.84,6.72,631.51
16.15,6.13,622.40
16.28,5.74,611.98
17.38,5.35,602.21
18.68,5.12,592.45
20.51,5.08,583.33
22.01,5.12,575.52
22.85,5.16,568.36
23.05,5.20,561.20
23.24,5.16,554.69
23.50,5.12,548.18
23.70,5.12,541.67
24.15,5.12,535.16
24.15,5.16,528.65
24.22,5.16,522.79
24.28,5.00,516.93
24.87,4.92,511.72
25.13,5.08,505.21
25.39,5.16,500.00
