Flow (l/min), Pressure (cmH2O), Volume (ml)
63.67,17.27,564.45
61.98,17.23,583.98
60.09,17.15,602.86
58.79,17.03,620.44
57.36,16.84,637.37
56.71,16.68,653.65
56.64,16.48,669.92
56.71,16.52,684.90
56.32,17.07,699.22
55.27,17.34,713.54
52.99,17.38,727.21
49.80,17.23,739.58
16.67,13.36,751.95
-7.75,8.79,741.54
-10.09,7.27,717.45
-7.49,6.09,692.71
-3.26,5.43,668.62
1.24,5.16,646.48
4.88,5.20,626.95
7.03,5.27,608.72
8.14,5.27,591.15
9.05,5.23,574.87
10.09,5.20,559.24
11.33,5.20,544.27
12.76,5.08,530.60
14.45,5.08,516.93
14.91,5.35,503.91
14.78,5.43,491.54
14.91,5.35,479.17
15.36,5.27,467.45
15.30,5.23,455.73
15.69,5.20,444.01
16.73,5.08,432.94
18.36,5.08,422.53
19.92,5.12,412.76
20.90,5.16,404.30
21.81,5.20,395.83
22.66,5.23,388.67
23.11,5.35,381.51
23.37,5.39,374.35
23.57,5.39,367.84
23.83,5.35,361.98
24.35,5.23,355.47
25.78,5.00,350.91
27.08,5.20,345.70
27.08,5.47,341.15
27.08,5.47,336.59
27.08,5.39,333.33
27.08,5.43,333.33
27.02,5.51,333.33
27.02,5.59,333.33
27.02,5.43,333.33
27.21,5.35,333.33
