Flow (l/min), Pressure (cmH2O), Volume (ml)
46.68,8.71,667.32
26.76,7.42,673.83
1.50,6.09,662.11
0.72,5.08,641.93
15.43,3.98,624.35
30.73,3.44,619.14
32.75,4.38,618.49
29.62,5.35,616.54
28.45,5.12,613.93
29.23,4.73,610.68
30.21,4.61,608.07
30.66,4.65,606.77
30.21,4.96,604.82
26.37,6.05,599.61
17.06,6.91,589.84
8.59,6.80,575.52
6.58,6.21,559.90
7.03,6.02,542.32
7.62,5.90,525.39
8.98,5.78,509.11
11.26,5.70,494.14
13.67,5.66,480.47
17.71,4.96,333.33
32.29,4.30,333.33
50.46,6.60,338.54
43.88,8.95,342.45
27.67,8.79,343.75
26.63,7.50,342.45
36.52,7.54,341.15
38.80,8.52,342.45
12.63,6.25,343.10
12.30,4.14,333.33
30.60,3.28,333.33
34.96,3.55,333.33
34.77,3.98,333.33
34.05,4.14,333.33
33.79,4.14,333.33
33.85,3.98,333.33
34.24,3.75,333.33
34.90,3.63,333.33
33.53,4.61,333.33
27.02,6.21,333.33
18.68,6.56,333.33
13.61,6.25,333.33
13.54,5.70,333.33
16.15,5.27,333.33
19.86,5.12,333.33
22.46,5.08,333.33
24.35,5.00,333.33
27.47,4.61,333.33
41.28,4.18,336.59
62.11,5.55,347.01
72.59,7.27,366.54
70.44,8.13,389.97
65.89,8.09,412.76
65.23,7.81,434.90
67.45,7.66,457.03
