Flow (l/min), Pressure (cmH2O), Volume (ml)
-3.84,5.20,625.00
-0.26,5.12,601.56
2.60,5.20,580.08
4.04,5.23,559.90
5.92,5.12,541.67
8.85,5.04,524.74
11.52,5.08,509.11
13.15,5.12,495.44
14.13,5.12,481.77
14.97,5.12,469.40
16.34,5.08,457.68
17.77,5.08,447.27
20.05,4.96,438.15
22.98,4.96,430.34
24.22,5.43,422.53
23.96,5.59,416.02
23.83,5.47,410.16
23.89,5.43,403.65
23.96,5.39,397.14
23.96,5.39,391.28
24.35,5.20,385.42
25.26,5.08,380.21
26.76,5.08,375.65
27.41,5.16,371.09
27.47,5.20,367.19
27.60,5.23,363.28
27.67,5.20,359.38
27.99,5.04,356.12
29.49,4.69,353.52
30.40,4.84,351.56
30.08,5.23,348.31
29.75,5.20,346.35
29.69,5.16,343.75
29.62,5.20,341.15
29.36,5.31,338.54
29.23,5.23,335.94
29.36,5.04,333.98
29.62,4.92,333.33
29.95,4.88,333.33
30.01,4.96,333.33
30.01,5.00,333.33
29.95,5.00,333.33
30.08,4.92,333.33
30.60,4.57,333.33
32.16,4.38,333.33
32.23,4.92,333.33
31.84,5.04,333.33
31.84,4.92,333.33
31.77,4.96,333.33
31.64,5.08,333.33
31.32,5.16,333.33
31.25,4.96,333.33
31.32,4.84,333.33
31.45,4.80,333.33
31.51,4.80,333.33
31.58,4.84,333.33
