Flow (l/min), Pressure (cmH2O), Volume (ml)
66.99,15.74,574.22
66.67,16.13,595.70
65.82,16.21,617.19
64.45,16.37,638.02
63.15,16.45,658.20
61.26,16.48,677.08
59.24,16.56,694.66
56.51,16.76,710.29
52.15,17.03,723.96
44.73,17.15,733.72
36.00,17.07,738.28
22.72,15.82,739.58
-6.71,11.56,733.07
-15.30,8.40,710.94
-10.35,6.37,685.55
-2.99,5.47,661.46
2.80,5.27,639.97
6.38,5.35,621.09
8.27,5.35,603.52
9.31,5.31,587.24
10.29,5.20,572.27
11.98,5.08,557.29
14.91,5.08,544.27
16.80,5.12,532.55
17.90,5.16,522.14
18.75,5.08,512.37
19.99,5.08,503.26
21.03,5.16,494.14
21.42,5.20,486.33
21.94,4.96,479.17
23.11,5.08,471.35
23.37,5.31,464.19
22.98,5.47,457.03
22.85,5.43,450.52
22.98,5.35,443.36
23.18,5.23,436.85
23.50,5.08,430.99
24.28,4.92,425.13
25.85,4.96,419.27
26.76,5.12,414.06
26.95,5.20,409.51
27.02,5.23,405.60
27.02,5.27,401.04
27.02,5.23,397.14
27.15,5.12,393.23
27.73,4.80,389.97
28.32,5.00,386.07
28.19,5.23,382.16
28.13,5.27,378.26
28.13,5.27,375.00
28.13,5.23,371.74
28.13,5.23,367.84
28.13,5.23,364.58
28.13,5.16,361.33
28.32,5.04,358.07
28.32,4.96,355.47
28.52,4.88,352.21
28.78,4.88,348.96
29.10,4.88,346.35
29.23,4.92,343.10
29.82,4.69,341.15
30.66,4.61,338.54
30.66,4.96,336.59
30.40,5.16,334.64
30.34,5.20,333.33
30.27,5.16,333.33
30.08,5.20,333.33
29.95,5.20,333.33
30.01,5.12,333.33
30.08,4.96,333.33
30.21,4.88,333.33
30.21,4.84,333.33
30.21,4.84,333.33
30.27,4.84,333.33
30.27,4.80,333.33
30.47,4.69,333.33
31.45,4.30,333.33
32.23,4.53,333.33
32.10,4.88,333.33
32.03,4.92,333.33
32.10,4.84,333.33
32.16,4.73,333.33
32.36,4.53,333.33
33.20,4.22,333.33
34.83,3.95,333.33
47.46,4.41,336.59
67.90,9.22,342.45
75.72,13.75,356.77
74.35,16.05,378.26
70.31,16.56,402.99
67.25,16.05,427.73
67.64,15.31,452.47
68.82,15.27,475.91
69.21,15.78,498.05
68.62,16.02,521.48
67.58,16.25,543.62
66.34,16.41,565.76
64.65,16.33,587.24
63.15,16.09,608.07
62.37,15.86,628.26
61.65,15.78,647.79
61.13,16.02,666.02
59.90,16.52,682.29
56.51,17.07,697.92
48.63,17.15,710.29
40.36,16.80,718.10
34.83,16.48,721.35
30.92,16.13,722.01
0.59,12.73,720.70
-15.95,8.83,701.82
-11.91,6.56,675.78
-4.49,5.31,651.69
2.34,4.96,630.21
7.23,5.08,611.33
9.44,5.31,594.40
10.16,5.27,578.78
11.33,5.12,563.80
13.74,5.04,550.13
16.34,5.12,538.41
17.32,5.20,526.69
17.38,5.20,516.28
18.10,5.04,506.51
19.79,4.84,497.40
21.29,5.20,488.28
20.90,5.39,479.17
20.57,5.39,470.70
20.70,5.31,462.89
