Flow (l/min), Pressure (cmH2O), Volume (ml)
30.86,5.04,333.33
30.86,4.96,333.33
30.92,4.96,333.33
30.92,4.96,333.33
30.86,4.96,333.33
30.86,5.00,333.33
31.18,4.61,333.33
32.03,4.26,333.33
32.23,4.69,333.33
32.16,4.84,333.33
32.10,4.84,333.33
32.10,4.84,333.33
32.03,4.96,333.33
31.84,5.08,333.33
31.77,5.04,333.33
41.47,5.55,333.33
61.20,9.38,335.94
69.60,13.79,346.35
68.23,16.56,362.63
64.97,17.27,382.81
62.11,17.03,402.99
61.59,16.60,423.18
62.04,16.60,442.06
61.46,17.27,459.64
58.85,17.54,476.56
55.40,17.34,492.84
53.52,17.15,507.16
52.80,17.15,520.18
51.50,17.23,533.20
49.93,17.11,544.92
48.63,17.03,555.34
47.66,16.95,565.76
47.07,16.95,574.87
46.22,16.99,583.33
45.51,16.91,592.45
44.86,16.80,600.26
44.66,16.45,608.72
45.05,16.09,617.84
20.44,13.40,626.30
-3.39,8.98,619.14
-2.47,6.88,600.26
3.45,5.47,582.03
10.74,4.92,566.41
15.95,5.08,553.39
18.16,5.39,541.67
17.90,5.55,531.25
18.03,5.43,520.83
18.42,5.27,511.72
19.21,5.08,502.60
20.90,5.08,493.49
21.68,5.16,485.68
22.46,4.96,477.86
24.02,4.92,471.35
24.41,5.31,464.84
24.09,5.43,458.33
23.83,5.43,451.82
23.70,5.35,445.96
23.83,5.31,439.45
23.96,5.20,433.59
24.22,5.04,427.73
24.87,4.96,422.53
26.11,4.96,417.32
26.82,5.04,412.11
26.95,5.12,407.55
27.02,5.20,403.65
27.02,5.20,399.09
27.21,4.96,395.18
28.32,4.65,391.93
28.58,5.00,388.67
28.45,5.12,385.42
28.45,5.16,381.51
28.39,5.12,378.91
28.39,5.16,375.00
28.39,5.16,371.74
28.45,5.08,369.14
28.52,5.00,365.89
28.71,4.92,362.63
28.78,4.88,359.38
28.91,4.84,356.77
29.10,4.84,353.52
29.30,4.88,350.91
29.75,4.73,348.31
31.18,4.38,346.35
31.32,4.77,345.05
31.18,4.92,343.75
31.12,4.92,342.45
31.18,4.88,341.15
31.05,5.00,339.19
30.99,5.12,337.89
30.99,5.04,335.94
30.92,5.04,334.64
30.99,5.00,333.33
30.92,4.96,333.33
30.92,4.96,333.33
30.92,5.00,333.33
30.92,5.00,333.33
31.18,4.77,333.33
31.97,4.22,333.33
32.36,4.65,333.33
32.23,4.84,333.33
32.16,4.84,333.33
32.16,4.84,333.33
32.03,4.92,333.33
31.90,5.08,333.33
31.84,5.04,333.33
31.77,5.04,333.33
31.71,5.00,333.33
31.71,5.00,333.33
31.71,4.96,333.33
31.71,4.96,333.33
31.71,4.96,333.33
31.97,4.69,333.33
33.01,4.06,333.33
33.85,4.49,333.33
33.72,4.73,333.33
33.59,4.73,333.33
33.59,4.73,333.33
33.46,4.80,333.33
33.20,5.00,333.33
33.07,4.96,333.33
32.94,5.00,333.33
32.88,4.96,333.33
40.43,5.23,334.64
60.48,8.87,336.59
69.60,13.24,346.35
69.73,16.13,362.63
68.88,16.95,384.11
68.16,17.15,407.55
66.99,17.58,429.04
63.87,17.77,449.87
60.61,17.58,469.40
59.38,17.42,487.63
58.53,17.50,504.56
57.10,17.62,520.18
55.47,17.58,535.81
53.65,17.42,550.13
52.54,17.27,563.80
51.89,17.27,576.17
51.17,17.38,587.89
50.33,17.38,599.61
49.41,17.27,611.33
48.83,17.07,622.40
49.28,16.68,633.46
49.41,17.19,643.23
48.37,17.42,652.99
20.44,14.18,664.06
-4.62,9.26,657.55
-4.56,7.42,636.72
-0.07,5.94,617.19
7.55,5.12,600.26
13.15,5.08,585.29
16.15,5.31,572.27
16.86,5.47,561.20
16.80,5.39,550.13
17.19,5.23,539.71
17.71,5.04,529.30
19.40,4.88,519.53
22.85,4.80,511.72
24.02,5.39,503.91
23.70,5.63,497.40
22.98,5.59,490.89
22.72,5.39,484.38
