Flow (l/min), Pressure (cmH2O), Volume (ml)
85.03,16.95,934.24
87.43,17.54,968.10
83.40,18.44,1000.65
74.28,18.44,1031.25
67.84,17.93,1057.29
51.56,18.55,1075.52
-57.88,13.28,1064.45
-66.67,8.01,1005.86
-62.37,6.91,942.06
-47.59,5.39,886.07
-22.53,4.14,843.75
-10.94,4.45,811.20
-5.73,4.80,783.20
0.07,4.96,759.77
4.56,5.04,738.93
9.05,5.16,721.35
11.26,5.23,705.73
13.54,5.12,692.06
15.30,5.12,679.69
17.06,5.04,668.62
18.36,5.08,658.20
20.25,4.96,649.09
21.29,5.04,640.63
21.68,5.31,631.51
20.96,5.47,623.70
20.05,5.31,615.23
20.18,5.04,607.42
21.03,4.77,598.96
22.85,4.61,591.15
25.46,4.77,585.29
26.50,5.08,580.08
26.43,5.43,574.87
25.33,5.55,569.66
24.41,5.31,564.45
24.67,5.00,559.24
25.39,4.84,553.39
26.89,4.80,548.83
27.34,5.20,544.27
25.65,5.74,538.41
21.88,5.86,531.90
18.82,5.59,523.44
19.47,4.92,515.63
20.96,4.61,506.51
22.98,4.69,499.35
23.89,5.04,492.84
22.72,5.43,485.03
21.74,5.16,478.52
22.33,4.84,470.70
24.35,4.53,464.19
28.65,3.87,459.64
34.90,2.81,408.85
56.51,2.46,341.15
86.91,8.36,358.72
93.55,16.56,375.65
71.74,19.45,401.04
48.76,17.38,422.53
61.26,12.58,449.87
77.80,13.87,471.35
87.11,16.21,498.05
87.50,18.16,529.30
78.13,19.02,559.90
68.16,17.77,589.19
71.48,15.98,617.84
75.39,17.38,641.28
61.26,20.31,658.20
-3.97,21.29,651.69
-20.44,19.88,620.44
-18.42,20.31,584.64
-21.74,20.39,548.83
-16.60,19.22,516.28
2.28,18.32,492.19
12.30,19.49,472.66
-4.56,18.16,458.98
-34.18,10.66,441.41
-8.46,4.73,418.62
18.62,3.95,402.99
22.59,5.59,393.23
19.34,6.48,382.81
14.71,6.29,372.40
14.58,5.51,361.98
16.99,4.84,351.56
19.99,4.65,341.80
22.59,4.80,333.98
24.09,5.12,333.33
23.57,5.47,333.33
22.33,5.47,333.33
22.14,5.08,333.33
24.15,4.77,333.33
26.37,4.73,333.33
27.54,4.96,333.33
27.60,5.23,333.33
27.34,5.31,333.33
27.28,5.27,333.33
27.34,5.23,333.33
27.47,5.16,333.33
27.60,5.00,333.33
28.13,4.88,333.33
28.91,4.92,333.33
28.84,5.04,333.33
28.58,5.23,333.33
28.71,5.23,333.33
28.71,5.08,333.33
28.71,4.96,333.33
29.23,4.84,333.33
29.62,4.84,333.33
29.62,4.88,333.33
30.08,4.96,333.33
29.95,5.04,333.33
