Flow (l/min), Pressure (cmH2O), Volume (ml)
66.54,4.34,333.33
66.08,4.26,333.33
66.28,4.26,333.33
66.41,4.22,333.33
66.21,4.22,333.33
66.15,4.18,333.33
66.15,4.18,333.33
66.34,4.18,333.33
66.15,4.14,333.33
66.28,4.18,333.33
66.02,4.14,333.33
65.89,4.14,333.33
66.08,4.14,333.33
66.08,4.14,333.33
66.02,4.06,333.33
65.69,3.98,333.33
65.69,3.91,333.33
65.82,3.87,333.33
65.82,3.83,333.33
65.63,3.79,333.33
65.76,3.75,333.33
65.69,3.75,333.33
65.56,3.75,333.33
65.36,3.75,333.33
65.49,3.71,333.33
65.43,3.71,333.33
65.30,3.71,333.33
65.30,3.71,333.33
65.36,3.67,333.33
65.36,3.67,333.33
65.17,3.67,333.33
65.17,3.67,333.33
65.10,3.67,333.33
65.23,3.67,333.33
64.97,3.67,333.33
65.04,3.71,333.33
65.04,3.75,333.33
65.10,3.79,333.33
64.84,3.87,333.33
65.04,3.91,333.33
64.91,3.91,333.33
64.84,3.91,333.33
64.84,3.87,333.33
64.84,3.91,333.33
64.71,3.95,333.33
64.65,4.06,333.33
64.84,4.38,333.33
64.65,4.41,333.33
64.78,4.18,333.33
64.65,3.98,333.33
64.78,4.02,333.33
64.65,4.18,333.33
64.58,4.26,333.33
64.45,4.30,333.33
64.52,4.22,333.33
64.45,3.87,333.33
64.52,3.83,333.33
64.39,3.98,333.33
64.39,3.98,333.33
64.39,3.91,333.33
64.26,3.79,333.33
64.19,3.83,333.33
64.19,4.02,333.33
64.13,3.95,333.33
64.13,4.02,333.33
64.19,4.14,333.33
64.06,4.22,333.33
64.00,4.18,333.33
64.13,4.18,333.33
64.13,4.18,333.33
64.06,4.14,333.33
63.93,4.10,333.33
63.80,4.14,333.33
64.13,4.10,333.33
64.06,4.06,333.33
63.80,4.02,333.33
63.87,4.02,333.33
63.93,4.02,333.33
63.87,4.02,333.33
63.67,4.02,333.33
63.67,3.98,333.33
63.87,3.95,333.33
63.93,3.83,333.33
63.80,3.71,333.33
63.87,3.52,333.33
63.80,3.48,333.33
63.74,3.48,333.33
63.61,3.48,333.33
63.61,3.48,333.33
