Flow (l/min), Pressure (cmH2O), Volume (ml)
31.05,4.77,333.33
31.25,4.80,333.33
46.42,6.02,333.33
66.15,12.58,333.33
64.00,18.09,339.19
52.60,19.41,351.56
43.16,19.06,361.98
44.53,18.05,371.09
47.59,18.48,378.91
45.77,19.41,384.77
34.51,20.08,388.02
23.63,19.92,384.77
22.66,19.84,377.60
25.00,19.41,372.40
29.95,19.34,369.14
31.05,19.53,366.54
30.79,19.53,365.23
30.60,19.41,363.93
31.18,19.18,362.63
34.24,18.83,363.28
37.76,18.09,367.19
41.02,17.54,372.40
66.93,19.30,381.51
36.33,19.92,397.14
-22.72,10.31,398.44
0.65,5.12,382.81
24.80,3.52,371.74
31.84,4.38,369.79
31.18,5.35,367.19
29.10,5.90,363.28
27.67,5.86,360.03
27.34,5.55,356.77
27.80,5.27,353.52
28.65,5.08,350.91
29.62,5.04,348.31
29.88,5.12,345.70
29.88,5.12,343.75
29.95,5.00,341.15
29.95,5.04,339.19
29.95,5.08,336.59
29.88,5.08,334.64
29.82,5.08,333.33
29.95,5.00,333.33
30.01,5.00,333.33
30.01,4.92,333.33
30.21,4.84,333.33
30.66,4.73,333.33
31.51,4.73,333.33
32.16,4.65,333.33
32.75,4.61,333.33
33.40,4.61,333.33
33.92,4.53,333.33
34.44,4.38,333.33
36.26,4.14,333.33
58.53,5.39,339.84
78.78,11.33,348.96
84.83,16.48,367.84
80.86,18.95,394.53
73.63,19.30,422.53
70.64,18.55,449.87
72.72,18.24,476.56
73.11,18.48,501.95
73.44,18.59,528.65
73.50,18.67,555.34
74.87,18.79,718.10
74.67,18.87,745.44
74.35,18.91,772.79
73.50,19.18,798.83
71.16,19.38,824.22
67.32,19.18,848.96
44.99,16.41,873.70
-3.78,9.65,879.56
-2.15,7.11,861.98
-0.52,6.37,841.15
1.95,5.82,820.96
4.56,5.66,801.43
6.45,5.63,783.20
7.03,5.70,764.97
6.71,5.74,747.40
6.32,5.55,729.82
7.62,5.20,713.54
9.90,4.96,697.92
12.70,4.96,682.94
15.10,5.12,669.92
14.52,5.35,656.90
13.35,5.23,643.88
13.74,4.96,631.51
15.89,4.77,619.79
18.16,4.80,608.72
19.40,5.08,598.96
19.53,5.16,589.19
19.79,5.04,580.73
21.48,4.77,572.92
24.93,4.65,566.41
27.47,4.84,561.20
28.58,5.16,556.64
28.13,5.51,552.73
26.24,5.86,547.53
23.05,5.90,541.67
20.77,5.47,535.16
21.29,5.00,527.99
23.24,4.65,521.48
25.85,4.69,515.63
27.02,5.00,510.42
26.76,5.35,505.21
25.59,5.55,500.00
24.48,5.39,494.79
24.87,5.00,489.58
26.37,4.69,485.68
28.32,4.69,481.77
29.10,4.88,478.52
29.10,5.12,474.61
28.71,5.31,471.35
28.13,5.35,468.10
28.19,5.20,464.84
28.39,5.12,461.59
28.45,5.04,458.33
28.58,5.00,455.73
28.84,5.00,452.47
29.10,4.96,449.87
29.49,4.88,447.27
30.08,4.80,445.31
31.45,4.49,444.01
33.14,4.22,443.36
35.48,3.91,388.67
56.45,4.84,339.84
79.56,10.43,350.26
88.61,15.55,371.09
86.72,18.59,399.09
79.62,19.22,430.34
76.17,18.59,461.59
77.99,18.16,491.54
78.71,18.48,520.83
78.84,18.52,551.43
