Flow (l/min), Pressure (cmH2O), Volume (ml)
73.57,6.41,333.33
73.63,5.86,333.33
73.31,5.94,333.33
73.24,6.02,333.33
73.31,6.05,333.33
73.31,6.09,333.33
73.24,6.17,333.33
73.37,6.21,333.33
73.18,6.29,333.33
73.37,6.48,333.33
73.31,6.72,333.33
73.24,6.72,333.33
73.18,6.45,333.33
73.24,6.37,333.33
73.31,6.37,333.33
73.57,6.37,333.33
73.24,6.33,333.33
73.50,6.29,333.33
73.44,6.25,333.33
73.44,6.21,333.33
73.37,6.29,333.33
73.18,6.33,333.33
73.63,6.33,333.33
73.44,6.25,333.33
73.37,6.21,333.33
73.18,6.17,333.33
73.31,6.17,333.33
73.31,6.13,333.33
73.37,6.13,333.33
73.50,6.13,333.33
73.11,6.09,333.33
