Flow (l/min), Pressure (cmH2O), Volume (ml)
27.15,4.61,333.33
28.97,4.53,333.33
30.14,4.61,333.33
30.66,4.69,333.33
30.66,4.84,333.33
30.08,5.23,333.33
29.23,5.31,333.33
29.30,4.92,333.33
32.03,3.79,333.33
38.15,2.70,333.33
54.04,2.89,343.10
66.99,4.65,361.98
77.80,6.09,386.07
84.31,7.93,413.41
83.85,9.49,443.36
78.71,9.69,474.61
75.59,8.52,506.51
77.54,7.70,537.76
80.47,7.11,569.66
87.11,7.85,601.56
88.80,9.22,634.11
84.90,9.80,668.62
79.04,9.69,701.17
75.20,9.41,730.47
70.18,10.20,754.56
50.78,11.76,769.53
2.99,10.59,767.58
-20.12,8.59,742.84
-25.20,7.19,708.33
-26.76,6.64,669.92
-24.93,5.94,632.16
-14.39,4.57,598.96
