Flow (l/min), Pressure (cmH2O), Volume (ml)
-2.41,5.39,643.88
2.99,5.27,622.40
7.81,5.12,604.17
12.04,4.96,589.19
17.38,4.92,576.82
20.70,5.39,566.41
18.55,6.02,555.99
14.65,5.74,545.57
13.02,5.35,533.20
11.85,4.73,520.18
15.04,4.61,507.16
19.47,4.69,496.74
22.46,5.08,488.28
22.53,5.43,479.82
21.09,5.43,472.66
18.49,5.31,463.54
17.90,4.88,454.43
18.75,4.80,444.66
21.09,4.77,435.55
23.37,4.84,428.39
24.67,5.04,421.88
25.00,5.08,416.02
24.80,5.20,410.16
24.54,5.12,404.30
24.48,5.08,398.44
24.67,4.96,393.23
25.20,4.96,387.37
25.65,5.00,382.16
25.85,5.04,376.95
25.46,5.12,371.74
25.59,4.96,367.19
25.65,4.96,361.98
26.43,4.84,357.42
27.47,4.84,352.86
27.86,4.92,348.96
28.13,4.88,345.70
28.19,4.96,341.80
28.32,4.92,338.54
28.52,4.96,335.29
28.71,4.92,333.33
28.84,5.00,333.33
28.71,5.04,333.33
28.65,5.08,333.33
28.39,5.04,333.33
28.45,4.96,333.33
28.71,4.88,333.33
29.17,4.84,333.33
29.36,4.88,333.33
44.08,5.55,333.98
89.52,12.70,340.49
95.83,18.67,365.23
96.22,23.71,393.88
95.83,27.93,424.48
96.09,31.45,457.03
95.70,34.53,490.23
95.83,37.23,524.74
96.16,39.57,560.55
96.03,41.76,596.35
95.77,43.67,632.81
96.29,45.66,669.27
96.16,47.46,706.38
79.69,49.10,740.23
42.38,43.24,772.14
-12.70,28.40,800.13
-65.04,13.71,784.51
-39.52,8.05,742.84
-22.98,6.05,706.38
-12.24,5.63,674.48
-2.73,5.31,647.79
3.71,5.39,626.30
6.71,5.31,608.07
9.51,5.20,591.80
14.26,4.61,577.47
16.93,5.51,565.10
15.17,5.66,553.39
14.00,5.43,541.02
14.06,5.12,529.30
15.36,4.96,516.93
17.71,4.92,505.86
20.18,5.08,496.09
20.83,5.23,487.63
20.51,5.23,479.17
19.99,5.20,470.05
19.79,5.12,461.59
19.86,5.04,452.47
20.64,4.96,444.01
21.22,5.00,435.55
22.14,4.92,427.73
23.63,4.96,421.22
24.28,5.08,414.71
24.61,5.08,408.85
24.67,5.12,402.99
24.87,5.04,397.14
24.87,5.04,391.93
25.20,4.92,386.07
25.78,5.00,380.86
25.98,5.04,376.30
25.85,5.12,371.09
25.59,5.04,365.89
25.85,4.96,360.68
26.24,4.92,356.12
27.08,4.84,351.56
27.67,4.88,347.66
27.93,4.92,343.75
28.26,4.88,340.49
28.39,4.88,337.24
28.52,4.92,333.98
28.58,4.92,333.33
28.84,4.88,333.33
28.91,5.00,333.33
28.91,5.00,333.33
28.65,5.12,333.33
28.58,4.96,333.33
28.65,4.96,333.33
28.97,4.84,333.33
29.36,4.84,333.33
36.72,5.23,333.33
83.92,10.90,337.89
95.38,17.81,359.38
95.57,22.97,387.37
96.29,27.23,417.32
95.77,30.63,450.52
96.03,33.63,483.72
95.96,36.56,518.23
95.64,39.14,552.73
96.16,41.33,588.54
96.16,43.24,625.65
96.29,45.04,662.76
96.09,46.99,699.22
87.17,48.91,734.38
48.05,44.45,767.58
-1.11,31.45,796.22
-64.84,15.31,789.06
-44.79,8.52,747.40
-23.63,5.98,710.94
-13.61,5.59,677.73
-6.05,4.88,651.04
2.21,4.92,627.60
8.14,5.16,608.72
10.42,5.20,593.10
13.02,4.96,578.78
14.71,5.35,565.10
15.17,5.12,553.39
15.30,5.16,541.67
14.65,4.92,529.30
19.27,3.95,518.88
22.46,4.88,510.42
21.81,5.39,501.95
19.40,5.43,493.49
17.51,5.08,484.38
18.36,4.77,474.61
21.03,4.65,465.49
23.37,4.96,457.68
23.57,5.23,451.17
22.72,5.31,444.01
21.42,5.23,436.85
20.64,5.00,429.04
21.48,4.88,420.57
22.98,4.84,413.41
24.74,4.92,406.90
25.59,5.00,401.69
25.85,5.08,396.48
25.65,5.08,391.28
25.78,5.04,386.72
25.78,5.08,381.51
25.91,5.00,376.30
25.72,5.08,371.09
25.85,4.96,366.54
25.91,4.96,361.33
26.37,4.88,356.77
