Flow (l/min), Pressure (cmH2O), Volume (ml)
24.54,4.92,492.19
26.50,5.00,486.98
26.24,5.55,481.12
24.28,5.70,475.26
22.40,5.47,469.40
22.20,5.08,462.89
23.24,4.84,456.38
24.93,4.80,450.52
26.69,4.88,445.31
27.41,5.00,440.76
27.41,5.12,436.20
27.21,5.20,432.29
26.82,5.23,427.73
26.63,5.23,423.18
26.76,5.12,419.27
27.54,4.77,416.02
27.60,5.04,411.46
27.21,5.23,406.90
26.82,5.27,402.99
26.63,5.23,398.44
26.56,5.16,393.88
26.82,5.04,389.97
27.21,4.92,386.07
27.86,4.88,382.81
28.26,4.88,378.91
28.39,4.96,375.65
28.39,5.04,371.74
28.32,5.08,368.49
28.45,5.00,365.23
29.04,4.65,363.28
29.23,4.88,360.03
28.97,5.08,356.77
28.58,5.16,353.52
28.19,5.16,350.26
28.06,5.08,346.35
28.13,5.04,343.10
28.26,4.92,340.49
28.71,4.80,337.24
29.23,4.77,334.64
29.49,4.84,333.33
29.49,4.88,333.33
29.49,4.92,333.33
29.49,4.92,333.33
30.21,4.53,333.33
30.73,4.73,333.33
30.40,5.04,333.33
29.88,5.16,333.33
29.43,5.16,333.33
29.23,5.12,333.33
29.17,5.12,333.33
29.30,5.00,333.33
29.56,4.84,333.33
29.88,4.80,333.33
30.08,4.84,333.33
30.21,4.84,333.33
30.14,4.92,333.33
30.08,4.92,333.33
30.73,4.49,333.33
31.45,4.65,333.33
31.25,4.92,333.33
30.99,5.04,333.33
30.60,5.12,333.33
30.34,5.12,333.33
30.21,5.12,333.33
30.21,5.00,333.33
31.18,4.88,333.33
51.30,6.64,334.64
66.34,11.17,339.84
71.35,14.92,354.17
69.86,16.68,374.35
66.99,17.19,395.83
65.49,16.88,418.62
65.89,16.88,440.10
65.04,17.23,460.94
63.67,17.07,481.77
63.48,16.76,502.60
64.06,16.56,523.44
64.71,16.48,544.27
65.17,16.33,565.76
66.02,16.09,588.54
66.99,16.02,610.68
69.01,16.29,632.81
69.73,16.56,656.25
70.18,16.72,680.34
70.51,16.72,705.08
70.96,16.48,730.47
71.55,16.52,755.86
72.01,16.95,779.95
62.96,15.86,807.29
12.24,10.23,824.87
8.07,5.82,819.01
9.64,5.66,802.73
13.15,5.00,789.71
17.51,4.96,777.99
19.27,5.35,767.58
16.41,5.94,755.86
9.31,6.25,741.54
2.28,6.09,723.31
-1.43,5.55,702.47
0.20,4.69,680.99
4.69,4.30,660.16
8.20,4.41,642.58
10.35,4.61,626.95
12.43,4.73,611.98
14.00,4.80,598.96
15.43,4.88,586.59
17.06,4.84,574.87
19.21,4.84,565.10
21.09,4.92,555.99
22.27,5.08,548.83
22.14,5.16,541.02
21.81,5.16,533.20
21.94,5.04,526.04
23.18,4.77,518.88
25.33,4.96,513.02
25.20,5.39,506.51
23.76,5.47,500.65
22.59,5.27,494.14
22.72,5.04,487.63
23.63,4.88,481.12
25.52,4.84,475.26
26.82,5.31,428.39
26.56,5.27,423.83
26.56,5.23,419.27
26.69,5.08,415.36
27.08,4.92,410.81
27.73,4.84,406.90
28.26,4.88,403.65
28.39,4.96,400.39
28.32,5.04,397.14
28.19,5.12,393.88
28.26,4.96,389.97
28.78,4.65,386.72
28.91,4.92,384.11
28.65,5.08,380.86
28.32,5.16,377.60
28.13,5.12,374.35
28.06,5.12,371.09
28.06,5.04,367.19
28.19,4.88,363.93
28.58,4.77,360.68
