Flow (l/min), Pressure (cmH2O), Volume (ml)
83.27,7.66,333.33
83.20,7.66,333.33
83.27,7.70,333.33
83.72,7.81,333.33
83.40,7.85,333.33
83.33,7.89,333.33
83.46,7.93,333.33
83.20,7.93,333.33
83.07,7.93,333.33
83.33,7.89,333.33
83.33,7.89,333.33
83.46,7.81,333.33
83.72,7.73,333.33
83.66,7.81,333.33
82.88,7.81,333.33
83.40,7.73,333.33
83.27,7.77,333.33
83.27,7.73,333.33
83.66,7.62,333.33
83.59,7.62,333.33
83.20,7.58,333.33
83.14,7.46,333.33
83.01,7.46,333.33
83.59,7.42,333.33
83.27,7.46,333.33
83.33,7.42,333.33
83.46,7.38,333.33
83.40,7.42,333.33
83.53,7.38,333.33
82.88,7.38,333.33
83.46,7.34,333.33
83.20,7.38,333.33
83.27,7.42,333.33
83.33,7.38,333.33
82.94,7.42,333.33
83.20,7.46,333.33
83.07,7.46,333.33
83.40,7.46,333.33
83.27,7.42,333.33
83.46,7.42,333.33
83.59,7.42,333.33
83.72,7.38,333.33
83.46,7.38,333.33
83.27,7.34,333.33
83.01,7.34,333.33
83.27,7.34,333.33
83.46,7.34,333.33
83.14,7.30,333.33
83.66,7.34,333.33
83.33,7.34,333.33
83.01,7.34,333.33
83.79,7.38,333.33
83.14,7.34,333.33
83.27,7.34,333.33
83.33,7.34,333.33
83.46,7.30,333.33
82.94,7.30,333.33
82.94,7.30,333.33
83.66,7.27,333.33
83.40,7.27,333.33
83.40,7.23,333.33
83.27,7.23,333.33
83.33,7.23,333.33
83.85,7.27,333.33
83.79,7.23,333.33
83.33,7.23,333.33
83.72,7.23,333.33
83.40,7.27,333.33
83.33,7.27,333.33
83.72,7.30,333.33
83.59,7.30,333.33
83.53,7.34,333.33
83.59,7.42,333.33
83.72,7.46,333.33
83.40,7.46,333.33
83.85,7.54,333.33
83.46,7.62,333.33
83.27,7.62,333.33
83.33,7.62,333.33
83.40,7.70,333.33
83.20,7.70,333.33
83.40,7.66,333.33
83.20,7.70,333.33
83.46,7.81,333.33
83.40,7.89,333.33
83.33,7.81,333.33
83.79,7.77,333.33
83.59,7.73,333.33
83.27,7.73,333.33
83.46,7.73,333.33
83.72,7.77,333.33
83.46,7.73,333.33
83.14,7.77,333.33
83.85,7.93,333.33
83.33,7.97,333.33
83.27,8.01,333.33
83.33,7.97,333.33
83.40,7.85,333.33
83.53,7.93,333.33
83.40,7.93,333.33
82.81,8.01,333.33
82.94,8.09,333.33
83.46,8.09,333.33
83.40,8.05,333.33
83.53,8.09,333.33
83.20,8.09,333.33
83.01,8.24,333.33
83.46,8.24,333.33
83.59,8.13,333.33
83.27,8.09,333.33
83.27,8.09,333.33
83.40,8.13,333.33
83.40,8.13,333.33
83.53,8.16,333.33
83.46,8.13,333.33
83.07,8.13,333.33
83.07,8.16,333.33
83.07,8.13,333.33
83.40,8.05,333.33
83.33,8.01,333.33
83.79,7.97,333.33
83.14,7.97,333.33
83.46,7.97,333.33
83.46,7.89,333.33
82.88,7.93,333.33
83.59,8.05,333.33
83.59,8.09,333.33
83.46,8.13,333.33
83.40,8.13,333.33
83.40,8.16,333.33
83.27,8.09,333.33
83.20,8.05,333.33
82.75,7.97,333.33
83.20,7.97,333.33
83.01,7.97,333.33
83.40,7.81,333.33
83.20,7.70,333.33
83.14,7.70,333.33
83.20,7.62,333.33
83.33,7.46,333.33
83.07,7.34,333.33
83.14,7.23,333.33
83.07,7.15,333.33
83.14,7.03,333.33
83.14,6.99,333.33
82.36,6.99,333.33
83.20,6.99,333.33
83.14,6.95,333.33
82.94,6.91,333.33
83.27,6.95,333.33
83.07,6.99,333.33
83.59,6.99,333.33
83.40,6.99,333.33
83.46,6.99,333.33
82.94,6.95,333.33
83.59,6.95,333.33
83.01,6.91,333.33
83.07,6.91,333.33
