Flow (l/min), Pressure (cmH2O), Volume (ml)
21.48,5.31,454.43
21.74,5.31,446.61
22.20,5.23,438.80
22.79,5.23,431.64
22.98,5.20,425.13
23.37,5.16,418.62
24.74,4.96,412.11
26.89,4.73,407.55
29.30,4.57,333.33
38.22,4.53,335.29
53.13,6.41,340.49
54.17,7.93,350.26
52.15,7.77,363.28
54.75,7.66,376.95
56.71,7.89,391.93
56.25,8.05,406.90
56.51,7.66,423.18
59.64,7.77,439.45
60.42,7.97,457.03
60.16,7.97,474.61
60.22,7.93,492.84
59.96,7.93,510.42
59.96,7.97,527.99
59.77,7.97,546.22
59.77,7.85,563.80
59.96,7.89,581.38
60.16,7.93,598.96
60.68,7.89,617.19
60.81,7.97,635.42
59.96,8.13,652.99
58.01,8.24,669.92
52.80,8.40,684.24
44.60,8.59,694.01
25.46,7.77,697.92
6.51,7.15,686.20
6.71,6.09,670.57
17.64,4.41,658.85
25.85,4.30,651.69
21.94,6.09,643.23
17.90,6.17,634.11
16.15,6.17,623.05
14.13,6.29,610.68
12.50,6.25,597.01
11.52,6.21,582.68
12.30,6.13,569.01
11.98,6.02,555.34
12.24,5.94,541.02
12.89,5.78,527.99
14.26,5.59,514.97
