Flow (l/min), Pressure (cmH2O), Volume (ml)
73.57,6.52,333.33
73.50,6.48,333.33
73.31,6.45,333.33
73.37,6.41,333.33
73.44,6.45,333.33
73.50,6.45,333.33
73.44,6.37,333.33
73.44,6.41,333.33
73.37,6.37,333.33
73.37,6.33,333.33
73.31,6.33,333.33
73.37,6.33,333.33
73.18,6.33,333.33
73.31,6.29,333.33
73.18,6.21,333.33
73.11,6.13,333.33
73.18,6.05,333.33
73.44,5.90,333.33
72.92,5.70,333.33
73.18,5.43,333.33
73.24,5.39,333.33
73.18,5.27,333.33
73.37,5.20,333.33
73.50,5.16,333.33
73.18,5.12,333.33
73.31,5.16,333.33
73.37,5.20,333.33
73.18,5.20,333.33
73.44,5.16,333.33
73.31,5.12,333.33
72.98,5.12,333.33
73.44,5.16,333.33
73.18,5.16,333.33
73.31,5.23,333.33
73.44,5.39,333.33
73.11,5.63,333.33
73.24,5.94,333.33
73.05,6.09,333.33
73.44,6.17,333.33
73.76,6.29,333.33
73.24,6.29,333.33
73.31,6.25,333.33
73.44,6.13,333.33
73.11,6.09,333.33
73.24,6.05,333.33
72.98,6.02,333.33
73.18,5.98,333.33
73.37,5.94,333.33
73.37,5.90,333.33
73.57,5.90,333.33
73.63,5.86,333.33
73.44,5.82,333.33
73.31,5.78,333.33
73.57,5.78,333.33
73.50,5.78,333.33
73.63,5.74,333.33
73.44,5.70,333.33
73.31,5.66,333.33
73.37,5.55,333.33
73.37,5.43,333.33
73.50,5.31,333.33
73.05,5.20,333.33
73.18,5.20,333.33
73.11,5.20,333.33
73.37,5.20,333.33
73.70,5.20,333.33
73.31,5.20,333.33
73.24,5.16,333.33
73.44,5.12,333.33
73.50,5.08,333.33
73.44,5.12,333.33
73.31,5.12,333.33
73.31,5.08,333.33
73.37,5.12,333.33
73.37,5.12,333.33
73.37,5.23,333.33
73.50,5.47,333.33
73.31,5.63,333.33
73.44,5.66,333.33
73.18,5.70,333.33
73.37,5.74,333.33
73.18,5.86,333.33
73.31,5.86,333.33
73.18,5.82,333.33
73.44,5.78,333.33
73.11,5.74,333.33
73.37,5.70,333.33
73.44,5.66,333.33
73.24,5.66,333.33
73.18,5.63,333.33
73.05,5.66,333.33
73.24,5.66,333.33
73.37,5.66,333.33
73.44,5.66,333.33
73.37,5.70,333.33
