Flow (l/min), Pressure (cmH2O), Volume (ml)
31.64,4.77,333.33
31.71,4.73,333.33
31.77,4.61,333.33
32.68,4.02,333.33
34.51,3.98,333.33
34.57,4.77,333.33
34.18,4.65,333.33
35.61,4.45,333.33
54.95,6.41,336.59
71.55,10.04,347.66
80.60,13.55,367.19
82.68,16.09,392.58
80.79,17.42,421.22
74.74,17.66,449.87
69.14,17.23,476.56
68.49,16.88,500.65
68.88,17.11,524.09
67.97,17.34,546.88
66.08,17.23,569.66
64.00,17.27,590.49
62.04,17.58,609.38
58.66,17.54,627.60
55.86,17.15,644.53
55.21,16.91,659.51
55.53,16.80,674.48
55.60,16.84,689.45
55.47,16.76,704.43
55.40,16.80,718.75
55.34,16.95,733.07
55.01,17.23,747.40
42.97,15.74,763.02
0.46,10.12,768.88
-5.60,7.62,750.65
-5.34,6.17,728.52
-2.67,5.51,705.73
-0.46,5.23,682.94
2.15,5.04,662.11
4.75,5.08,641.93
5.86,5.12,623.70
6.58,5.08,605.47
8.01,5.00,588.54
9.90,5.00,572.27
11.00,5.08,556.64
12.11,5.04,542.32
12.76,5.04,528.65
13.28,5.04,514.97
13.87,4.96,501.95
15.56,4.88,489.58
18.36,4.77,479.17
19.60,5.27,468.75
19.21,5.55,458.33
18.75,5.39,449.22
18.88,5.23,440.10
18.88,5.20,430.34
19.27,5.12,421.22
19.99,4.92,412.76
21.61,4.88,404.30
23.24,4.96,397.14
24.15,5.16,389.97
24.28,5.20,384.11
24.41,5.16,378.26
24.74,5.08,372.40
25.85,4.88,367.84
27.80,4.65,363.93
28.19,5.16,359.38
27.99,5.27,355.47
28.13,5.23,352.21
28.19,5.16,348.96
28.06,5.16,345.05
28.06,5.16,341.80
28.26,5.04,338.54
28.32,4.92,335.29
28.58,4.88,333.33
28.78,4.88,333.33
29.04,4.88,333.33
29.30,4.88,333.33
29.49,4.84,333.33
30.27,4.49,333.33
31.77,4.26,333.33
31.71,4.92,333.33
31.38,5.04,333.33
31.32,4.88,333.33
