Flow (l/min), Pressure (cmH2O), Volume (ml)
54.75,16.88,498.70
53.45,16.45,513.67
52.80,16.48,526.69
52.08,16.76,538.41
51.04,16.80,550.78
50.00,16.84,561.85
48.83,16.88,572.27
47.79,16.99,582.03
46.61,16.99,591.15
45.18,16.95,599.61
43.95,16.91,607.42
42.71,16.76,614.58
33.98,15.63,622.40
1.30,11.05,623.05
-6.64,8.13,605.47
-4.62,6.33,584.64
2.15,5.20,564.45
9.57,4.69,546.88
14.91,4.92,533.20
16.99,5.47,520.83
16.80,5.63,509.11
16.41,5.51,498.70
16.67,5.31,487.63
17.38,5.16,477.21
18.49,4.96,467.45
20.31,5.00,458.33
21.81,5.12,449.87
22.27,5.12,442.06
22.66,5.12,434.90
22.92,5.08,428.39
23.31,5.08,421.22
23.96,5.08,414.71
24.35,5.08,408.85
25.59,4.80,403.65
27.02,4.84,399.09
27.21,5.20,393.88
27.21,5.35,389.97
27.21,5.35,385.42
27.15,5.35,381.51
27.08,5.35,377.60
26.95,5.31,373.05
27.02,5.23,369.14
27.28,5.16,365.23
27.34,5.04,361.98
27.60,4.92,358.07
28.06,4.92,354.17
28.52,4.92,350.91
28.78,4.96,347.66
28.97,4.96,345.05
29.49,4.65,341.80
30.99,4.38,339.84
31.38,4.69,338.54
31.38,4.77,337.24
31.38,4.69,335.94
31.45,4.69,334.64
31.45,4.73,333.33
31.45,4.77,333.33
31.51,4.69,333.33
31.58,4.65,333.33
31.77,4.61,333.33
32.10,4.57,333.33
32.36,4.61,333.33
32.49,4.57,333.33
32.55,4.61,333.33
32.62,4.65,333.33
32.94,4.38,333.33
34.51,3.91,333.33
46.68,4.88,335.94
65.63,9.06,341.15
76.50,13.09,356.12
77.08,16.05,377.60
73.31,17.27,401.69
66.47,17.27,426.43
63.48,16.68,448.57
64.13,16.48,469.40
64.19,16.76,488.93
63.41,16.99,508.46
62.04,17.15,527.99
59.83,17.15,546.22
58.07,16.91,563.80
56.90,16.72,580.73
