Flow (l/min), Pressure (cmH2O), Volume (ml)
71.88,9.22,443.36
69.66,8.79,469.40
69.53,7.97,495.44
71.35,7.34,522.14
76.50,7.38,548.83
81.84,8.32,577.47
82.36,9.22,608.07
79.56,9.30,639.32
77.67,8.75,670.57
77.47,8.05,701.82
79.17,7.62,733.07
82.81,7.73,764.97
86.00,8.71,796.22
84.51,9.49,828.78
80.53,9.69,861.33
77.02,9.22,892.58
74.35,8.71,921.88
73.89,8.36,949.87
74.54,8.32,977.21
74.41,8.52,1004.56
74.02,8.95,1030.60
72.27,9.57,1055.34
67.32,10.00,1078.78
59.31,10.08,1098.31
51.50,10.12,1112.63
40.95,10.27,1120.44
16.34,8.67,1121.09
2.21,7.58,1107.42
-6.38,6.60,1085.94
-9.31,5.86,1059.90
-10.94,5.55,1031.90
-11.39,5.35,1002.60
-11.07,5.20,973.31
-10.87,5.12,944.01
-10.42,5.08,914.71
-9.90,4.96,886.07
-9.24,4.92,858.07
-8.40,4.92,829.43
-5.92,4.84,802.73
-2.73,4.84,777.99
0.46,4.88,755.21
3.32,4.92,733.72
5.66,5.00,714.84
6.97,5.08,696.61
7.88,5.04,679.69
9.18,4.96,662.76
11.07,4.96,647.79
13.15,4.96,633.46
14.65,5.16,620.44
13.80,5.23,607.42
13.28,5.04,594.40
14.58,4.88,582.03
16.21,4.88,570.31
17.25,5.00,558.59
17.71,5.00,548.18
18.23,4.96,538.41
19.27,4.88,528.65
20.70,4.92,519.53
21.74,5.08,511.07
21.68,5.20,503.26
21.42,5.20,495.44
21.29,5.08,487.63
22.01,4.84,480.47
23.63,4.80,473.96
24.67,5.04,466.80
24.61,5.16,460.94
24.48,5.20,455.08
24.35,5.16,449.22
24.35,5.12,443.36
24.48,5.08,437.50
24.67,5.00,431.64
25.00,5.00,425.78
25.59,5.00,420.57
26.24,5.08,415.36
26.24,5.12,410.81
26.11,5.16,405.60
26.17,5.20,401.04
26.24,5.08,396.48
26.76,4.92,392.58
27.08,5.12,388.02
26.95,5.23,383.46
26.76,5.27,378.91
26.63,5.27,374.35
26.37,5.27,369.79
26.17,5.27,365.23
26.17,5.20,360.68
26.24,5.16,355.47
26.30,5.08,350.91
26.43,5.04,347.01
26.69,5.00,342.45
27.15,5.00,337.89
27.60,5.08,333.98
27.73,5.04,333.33
28.26,4.84,333.33
28.52,5.00,333.33
28.45,5.16,333.33
28.26,5.20,333.33
28.13,5.23,333.33
27.99,5.23,333.33
27.80,5.27,333.33
27.73,5.20,333.33
27.80,5.16,333.33
27.99,5.00,333.33
28.39,4.84,333.33
29.43,4.69,333.33
30.40,4.69,333.33
30.99,4.73,333.33
30.60,5.12,333.33
29.49,5.39,333.33
29.30,5.20,333.33
28.91,5.31,333.33
28.84,5.23,333.33
28.58,5.27,333.33
28.06,5.31,333.33
27.73,5.31,333.33
27.47,5.23,333.33
27.60,5.12,333.33
27.99,4.96,333.33
28.45,4.88,333.33
29.30,4.77,333.33
30.27,4.65,333.33
31.25,4.53,333.33
32.68,4.22,333.33
35.09,3.63,333.33
44.60,3.87,337.24
55.27,5.90,345.70
60.81,7.54,358.07
63.22,8.59,374.35
62.83,8.87,393.88
62.11,8.44,414.06
62.24,7.89,434.90
63.61,7.50,455.73
68.36,7.38,477.86
